Age,City,Amount,Transaction_Type,Account_Balance,Time,Device,Fraud
54,Chennai,12698,Payment,94949,Afternoon,Mobile,0
50,Chennai,17040,Transfer,45717,Morning,Mobile,0
25,Mumbai,26980,Shopping,48622,Evening,Mobile,0
61,Delhi,2680,Payment,34246,Evening,Desktop,0
61,Chennai,46712,Shopping,9209,Night,Laptop,1
22,Bangalore,42421,Transfer,25858,Night,Desktop,1
56,Chennai,9486,Shopping,11523,Night,Mobile,0
21,Bangalore,19622,Shopping,95887,Morning,Desktop,0
23,Mumbai,26324,Transfer,29256,Evening,Desktop,0
62,Chennai,14735,Shopping,63675,Evening,Mobile,0
49,Hyderabad,771,Payment,54781,Evening,Laptop,0
69,Mumbai,33645,Shopping,49789,Afternoon,Desktop,0
47,Bangalore,26955,Withdrawal,58597,Morning,Desktop,0
64,Mumbai,35890,Payment,77181,Morning,Mobile,0
52,Chennai,46685,Shopping,87228,Night,Laptop,1
57,Delhi,14360,Withdrawal,47759,Afternoon,Mobile,0
69,Delhi,1174,Withdrawal,19339,Afternoon,Mobile,0
33,Bangalore,42776,Withdrawal,27910,Evening,Desktop,0
30,Bangalore,9575,Shopping,11947,Night,Laptop,1
67,Delhi,12978,Transfer,87069,Morning,Mobile,0
59,Bangalore,15220,Withdrawal,76165,Afternoon,Desktop,0
47,Mumbai,23247,Transfer,96394,Evening,Mobile,0
36,Hyderabad,2086,Payment,14407,Morning,Desktop,0
34,Hyderabad,43693,Transfer,22137,Evening,Laptop,1
36,Mumbai,32530,Transfer,38696,Morning,Mobile,1
45,Hyderabad,42061,Transfer,22869,Evening,Laptop,1
43,Chennai,17530,Transfer,95517,Morning,Laptop,0
54,Mumbai,2276,Transfer,97717,Night,Desktop,0
43,Bangalore,18822,Payment,3089,Morning,Mobile,0
40,Mumbai,42915,Payment,24060,Morning,Mobile,0
26,Delhi,49752,Transfer,3534,Morning,Desktop,1
29,Bangalore,18717,Transfer,669,Evening,Desktop,0
18,Delhi,27215,Withdrawal,92949,Afternoon,Laptop,0
18,Bangalore,37476,Payment,3739,Morning,Mobile,0
64,Hyderabad,12006,Shopping,3915,Morning,Mobile,0
51,Mumbai,40102,Payment,85988,Night,Desktop,0
49,Chennai,6710,Shopping,77444,Morning,Desktop,0
65,Bangalore,43392,Withdrawal,3984,Night,Desktop,0
42,Bangalore,49852,Transfer,54487,Morning,Mobile,1
57,Delhi,13511,Withdrawal,18725,Evening,Mobile,0
62,Hyderabad,9280,Transfer,80959,Afternoon,Laptop,0
18,Delhi,48093,Payment,61604,Afternoon,Desktop,0
33,Delhi,10173,Transfer,21436,Afternoon,Laptop,0
56,Hyderabad,37351,Shopping,40112,Evening,Mobile,0
22,Chennai,31060,Shopping,85446,Night,Laptop,1
39,Delhi,6001,Withdrawal,96033,Afternoon,Laptop,0
46,Delhi,38997,Payment,40452,Evening,Laptop,0
20,Bangalore,43283,Shopping,59445,Evening,Desktop,0
29,Hyderabad,4582,Withdrawal,87899,Morning,Mobile,0
43,Mumbai,42554,Payment,5880,Night,Desktop,0
33,Chennai,25528,Payment,50798,Evening,Laptop,0
68,Chennai,7500,Withdrawal,86746,Night,Desktop,0
54,Hyderabad,39674,Shopping,81321,Afternoon,Mobile,0
39,Bangalore,43384,Shopping,27760,Afternoon,Mobile,0
46,Bangalore,7496,Withdrawal,33379,Afternoon,Laptop,0
31,Hyderabad,7438,Shopping,16643,Morning,Laptop,0
45,Bangalore,42818,Withdrawal,50244,Morning,Desktop,0
22,Chennai,12600,Shopping,73449,Night,Mobile,0
64,Chennai,11645,Shopping,32078,Night,Mobile,0
66,Mumbai,5341,Withdrawal,80762,Morning,Desktop,0
47,Hyderabad,23878,Withdrawal,57831,Evening,Mobile,0
63,Delhi,22921,Shopping,93051,Night,Laptop,1
69,Delhi,4795,Withdrawal,64315,Night,Laptop,1
22,Mumbai,11630,Shopping,72019,Afternoon,Desktop,0
29,Mumbai,47180,Transfer,19678,Night,Desktop,1
33,Bangalore,14418,Payment,93026,Night,Desktop,0
43,Mumbai,22431,Payment,76357,Evening,Laptop,0
43,Mumbai,26455,Shopping,60697,Night,Desktop,0
65,Delhi,11424,Payment,36866,Evening,Mobile,0
38,Bangalore,28249,Shopping,53455,Afternoon,Desktop,0
56,Mumbai,3318,Withdrawal,42411,Morning,Mobile,0
53,Mumbai,20241,Transfer,83922,Afternoon,Laptop,0
50,Bangalore,36884,Payment,54119,Evening,Mobile,0
47,Hyderabad,2937,Payment,44796,Evening,Mobile,0
54,Bangalore,49180,Withdrawal,23291,Night,Mobile,0
40,Delhi,39902,Transfer,8801,Night,Laptop,1
27,Hyderabad,40177,Transfer,99029,Morning,Mobile,1
22,Chennai,14479,Transfer,36279,Evening,Mobile,0
53,Bangalore,4339,Withdrawal,37394,Evening,Desktop,0
51,Delhi,44996,Payment,99417,Afternoon,Desktop,0
69,Hyderabad,20912,Payment,80118,Morning,Desktop,0
48,Bangalore,29769,Transfer,49750,Afternoon,Mobile,0
27,Mumbai,48724,Withdrawal,71494,Night,Mobile,0
36,Bangalore,9711,Withdrawal,42270,Night,Laptop,1
49,Chennai,4250,Withdrawal,22800,Afternoon,Mobile,0
18,Bangalore,11209,Transfer,68735,Night,Mobile,0
22,Hyderabad,34314,Withdrawal,29985,Afternoon,Laptop,0
62,Hyderabad,26116,Transfer,40785,Evening,Mobile,0
21,Bangalore,12036,Transfer,67055,Evening,Laptop,0
33,Hyderabad,11136,Transfer,32971,Night,Laptop,1
41,Mumbai,39336,Shopping,49171,Morning,Desktop,0
33,Bangalore,14121,Transfer,20770,Evening,Mobile,0
19,Mumbai,37043,Withdrawal,88651,Night,Desktop,0
66,Mumbai,48258,Shopping,14198,Morning,Mobile,0
45,Delhi,37948,Payment,72765,Night,Desktop,0
49,Bangalore,15571,Payment,40229,Afternoon,Laptop,0
44,Hyderabad,47761,Withdrawal,11671,Night,Laptop,1
37,Mumbai,23344,Withdrawal,79983,Afternoon,Laptop,0
41,Delhi,48877,Withdrawal,61184,Evening,Laptop,0
29,Bangalore,39085,Withdrawal,55665,Evening,Mobile,0
67,Bangalore,38540,Shopping,50448,Night,Mobile,0
52,Chennai,1602,Withdrawal,35225,Morning,Desktop,0
50,Chennai,34278,Transfer,19950,Night,Mobile,1
50,Mumbai,3870,Payment,13800,Night,Mobile,0
68,Chennai,42965,Withdrawal,85100,Evening,Desktop,0
60,Mumbai,4101,Transfer,4941,Evening,Laptop,0
54,Hyderabad,21046,Withdrawal,19832,Night,Desktop,0
29,Mumbai,698,Transfer,20615,Evening,Desktop,0
20,Chennai,30416,Shopping,99905,Afternoon,Laptop,0
18,Hyderabad,25667,Payment,87904,Night,Desktop,0
50,Chennai,26608,Payment,42497,Evening,Desktop,0
57,Mumbai,43844,Shopping,86651,Night,Desktop,0
27,Delhi,39259,Transfer,14115,Evening,Mobile,1
60,Bangalore,30376,Withdrawal,15232,Afternoon,Laptop,0
61,Chennai,23771,Transfer,25867,Afternoon,Laptop,0
46,Mumbai,16550,Payment,43238,Night,Desktop,0
30,Hyderabad,15008,Shopping,1481,Afternoon,Mobile,0
29,Chennai,44458,Shopping,63381,Afternoon,Laptop,0
48,Chennai,49147,Transfer,59109,Evening,Laptop,1
63,Bangalore,35618,Transfer,87590,Night,Desktop,1
19,Mumbai,31312,Shopping,91355,Evening,Desktop,0
68,Delhi,42784,Payment,82166,Evening,Desktop,0
67,Hyderabad,6906,Withdrawal,84851,Morning,Laptop,0
52,Mumbai,39297,Withdrawal,9066,Afternoon,Desktop,0
40,Hyderabad,40991,Transfer,92365,Evening,Desktop,1
34,Chennai,18115,Shopping,72385,Evening,Desktop,0
43,Bangalore,39320,Shopping,11228,Evening,Mobile,0
25,Bangalore,17258,Shopping,84411,Afternoon,Desktop,0
46,Delhi,15556,Payment,87850,Afternoon,Laptop,0
43,Bangalore,27688,Transfer,36714,Afternoon,Desktop,0
27,Chennai,22591,Transfer,58435,Night,Laptop,1
43,Delhi,24288,Transfer,87581,Evening,Mobile,0
51,Mumbai,27179,Payment,46088,Afternoon,Mobile,0
68,Bangalore,4119,Transfer,19453,Evening,Desktop,0
58,Delhi,12519,Withdrawal,68908,Night,Laptop,1
24,Chennai,33797,Transfer,75404,Morning,Desktop,1
21,Hyderabad,19496,Transfer,34603,Night,Desktop,0
67,Hyderabad,39132,Transfer,71449,Afternoon,Laptop,1
62,Chennai,29992,Payment,95305,Afternoon,Laptop,0
28,Chennai,8073,Withdrawal,49764,Night,Laptop,1
46,Hyderabad,42565,Withdrawal,20656,Evening,Laptop,0
53,Delhi,21213,Shopping,13923,Afternoon,Laptop,0
42,Hyderabad,11236,Shopping,38562,Afternoon,Mobile,0
38,Chennai,19303,Withdrawal,43305,Night,Mobile,0
53,Bangalore,31385,Transfer,2487,Evening,Mobile,1
27,Mumbai,23139,Transfer,63479,Night,Laptop,1
54,Bangalore,1284,Transfer,38097,Night,Laptop,1
26,Bangalore,22827,Payment,84405,Evening,Laptop,0
41,Chennai,17011,Transfer,28368,Evening,Desktop,0
52,Hyderabad,1016,Payment,77470,Morning,Mobile,0
66,Delhi,3674,Withdrawal,64305,Night,Mobile,0
52,Bangalore,36187,Transfer,80584,Evening,Desktop,1
65,Hyderabad,17890,Transfer,17136,Afternoon,Desktop,0
53,Delhi,17725,Shopping,57967,Morning,Mobile,0
35,Bangalore,5306,Withdrawal,98419,Night,Laptop,1
66,Delhi,19617,Transfer,17507,Evening,Mobile,0
56,Hyderabad,37796,Payment,96247,Morning,Laptop,0
49,Mumbai,16205,Withdrawal,77364,Morning,Mobile,0
41,Hyderabad,35756,Shopping,3889,Afternoon,Mobile,0
40,Chennai,2790,Withdrawal,9958,Morning,Desktop,0
49,Delhi,36959,Payment,68981,Night,Desktop,0
54,Mumbai,46828,Shopping,75388,Evening,Laptop,0
29,Delhi,790,Payment,76522,Morning,Laptop,0
66,Delhi,25203,Withdrawal,41900,Morning,Mobile,0
30,Bangalore,34363,Shopping,68128,Night,Desktop,0
40,Chennai,11185,Payment,52357,Afternoon,Laptop,0
42,Delhi,25925,Withdrawal,64867,Afternoon,Laptop,0
52,Hyderabad,10820,Payment,37027,Evening,Laptop,0
58,Hyderabad,38741,Transfer,71148,Night,Mobile,1
47,Bangalore,37371,Withdrawal,17437,Afternoon,Laptop,0
34,Chennai,11820,Shopping,38172,Evening,Laptop,0
66,Chennai,46832,Shopping,1612,Evening,Desktop,0
37,Hyderabad,997,Transfer,36045,Afternoon,Desktop,0
65,Mumbai,17194,Payment,97776,Night,Desktop,0
42,Bangalore,36563,Payment,89517,Morning,Mobile,0
39,Bangalore,35554,Shopping,48855,Afternoon,Desktop,0
30,Hyderabad,23672,Payment,76061,Morning,Desktop,0
36,Hyderabad,38646,Withdrawal,34582,Morning,Desktop,0
66,Mumbai,15250,Withdrawal,60982,Night,Desktop,0
53,Mumbai,16899,Shopping,79598,Night,Laptop,1
29,Chennai,9763,Withdrawal,11804,Evening,Mobile,0
58,Bangalore,37048,Shopping,57125,Night,Laptop,1
36,Bangalore,37130,Payment,73051,Evening,Laptop,0
29,Hyderabad,27107,Payment,45385,Afternoon,Mobile,0
26,Chennai,35383,Payment,71746,Morning,Laptop,0
24,Bangalore,25771,Transfer,13088,Night,Desktop,0
45,Chennai,25485,Shopping,21467,Afternoon,Mobile,0
31,Chennai,11336,Withdrawal,87940,Evening,Laptop,0
48,Hyderabad,22124,Payment,24756,Night,Laptop,1
69,Chennai,46972,Transfer,58848,Morning,Desktop,1
36,Mumbai,39484,Withdrawal,25552,Afternoon,Laptop,0
64,Mumbai,17476,Withdrawal,81472,Night,Laptop,1
33,Delhi,37238,Withdrawal,87851,Night,Laptop,1
22,Hyderabad,18257,Payment,58979,Afternoon,Mobile,0
52,Delhi,20045,Withdrawal,81232,Evening,Mobile,0
29,Mumbai,36684,Shopping,60700,Evening,Laptop,0
42,Delhi,23117,Transfer,84125,Night,Laptop,1
69,Hyderabad,1856,Withdrawal,83640,Evening,Desktop,0
38,Hyderabad,35241,Withdrawal,3006,Evening,Mobile,0
53,Chennai,2676,Shopping,98620,Afternoon,Mobile,0
40,Bangalore,25567,Withdrawal,21209,Evening,Mobile,0
33,Chennai,37052,Payment,59035,Evening,Laptop,0
56,Hyderabad,31305,Payment,45340,Afternoon,Desktop,0
62,Mumbai,35265,Payment,61087,Night,Desktop,0
59,Mumbai,12774,Withdrawal,59821,Night,Laptop,1
56,Chennai,43194,Transfer,43702,Afternoon,Laptop,1
31,Hyderabad,43414,Transfer,57088,Morning,Desktop,1
48,Mumbai,22453,Withdrawal,3590,Afternoon,Desktop,0
22,Hyderabad,29949,Transfer,59731,Morning,Mobile,0
52,Mumbai,4635,Transfer,22052,Evening,Laptop,0
40,Hyderabad,47467,Withdrawal,95171,Night,Mobile,0
46,Delhi,42036,Payment,80727,Morning,Desktop,0
60,Hyderabad,17218,Withdrawal,34241,Morning,Mobile,0
28,Hyderabad,732,Payment,22161,Evening,Desktop,0
35,Chennai,13380,Payment,41525,Night,Desktop,0
64,Delhi,14846,Transfer,6592,Evening,Mobile,0
29,Bangalore,37136,Transfer,36174,Night,Laptop,1
26,Chennai,19385,Payment,1070,Night,Mobile,0
27,Bangalore,18147,Payment,12584,Evening,Mobile,0
61,Mumbai,48189,Transfer,66343,Morning,Laptop,1
34,Bangalore,10307,Shopping,61252,Afternoon,Laptop,0
55,Hyderabad,5691,Payment,69778,Night,Mobile,0
24,Bangalore,27857,Payment,94828,Night,Desktop,0
63,Chennai,16326,Payment,1265,Afternoon,Mobile,0
30,Chennai,29832,Transfer,24698,Afternoon,Desktop,0
57,Bangalore,27306,Withdrawal,61701,Evening,Laptop,0
59,Chennai,20356,Payment,73771,Night,Laptop,1
26,Chennai,33922,Payment,82238,Evening,Desktop,0
67,Bangalore,41440,Payment,47699,Afternoon,Mobile,0
44,Delhi,46447,Withdrawal,11877,Evening,Laptop,0
19,Delhi,43451,Withdrawal,80333,Night,Desktop,0
22,Mumbai,40875,Payment,8536,Morning,Desktop,0
46,Chennai,48771,Payment,40864,Morning,Mobile,0
54,Bangalore,9884,Shopping,90405,Night,Desktop,0
55,Chennai,37129,Withdrawal,37943,Evening,Desktop,0
36,Hyderabad,35257,Shopping,2163,Afternoon,Mobile,0
25,Chennai,20037,Payment,39744,Afternoon,Laptop,0
65,Chennai,46807,Payment,58891,Morning,Laptop,0
62,Delhi,11319,Payment,78064,Evening,Laptop,0
18,Bangalore,9499,Payment,85859,Afternoon,Desktop,0
39,Chennai,33412,Transfer,15577,Afternoon,Desktop,1
69,Delhi,27757,Transfer,58349,Night,Mobile,0
34,Mumbai,20147,Transfer,20131,Evening,Desktop,0
24,Delhi,35107,Shopping,53152,Evening,Desktop,0
42,Delhi,10659,Withdrawal,67946,Afternoon,Laptop,0
62,Delhi,20257,Payment,34000,Evening,Desktop,0
21,Chennai,35495,Withdrawal,20397,Evening,Desktop,0
53,Chennai,6718,Transfer,59415,Evening,Desktop,0
23,Mumbai,44991,Payment,37877,Night,Mobile,0
48,Hyderabad,6880,Payment,77170,Afternoon,Desktop,0
36,Hyderabad,27150,Shopping,27397,Morning,Mobile,0
61,Hyderabad,8115,Withdrawal,47780,Evening,Laptop,0
56,Mumbai,3230,Shopping,57820,Afternoon,Desktop,0
44,Hyderabad,28183,Transfer,73092,Morning,Mobile,0
27,Hyderabad,16580,Withdrawal,94986,Night,Laptop,1
43,Delhi,47699,Transfer,68789,Afternoon,Desktop,1
36,Chennai,35576,Shopping,32441,Night,Mobile,0
56,Chennai,38265,Shopping,14734,Afternoon,Mobile,0
20,Delhi,11628,Payment,75672,Night,Laptop,1
62,Delhi,49708,Withdrawal,3876,Afternoon,Desktop,0
30,Delhi,6014,Withdrawal,31283,Night,Desktop,0
67,Chennai,37236,Payment,41749,Morning,Desktop,0
45,Hyderabad,11279,Withdrawal,43525,Afternoon,Mobile,0
37,Delhi,20572,Transfer,16947,Morning,Desktop,0
45,Mumbai,12176,Transfer,86365,Evening,Mobile,0
25,Delhi,24883,Shopping,17213,Morning,Mobile,0
58,Bangalore,46816,Transfer,5358,Afternoon,Laptop,1
56,Delhi,13924,Withdrawal,51615,Morning,Mobile,0
18,Chennai,4399,Payment,85508,Afternoon,Laptop,0
20,Delhi,46988,Shopping,60334,Night,Laptop,1
30,Bangalore,8218,Payment,82560,Evening,Desktop,0
45,Mumbai,10856,Shopping,5039,Morning,Laptop,0
66,Hyderabad,8053,Shopping,64483,Evening,Desktop,0
42,Delhi,37652,Payment,19357,Morning,Laptop,0
50,Bangalore,15285,Transfer,5864,Afternoon,Mobile,0
55,Bangalore,41892,Transfer,66485,Morning,Desktop,1
23,Mumbai,14774,Transfer,59669,Evening,Mobile,0
61,Chennai,44576,Transfer,86866,Morning,Desktop,1
62,Delhi,34027,Payment,21578,Evening,Mobile,0
49,Bangalore,486,Withdrawal,38074,Evening,Laptop,0
62,Mumbai,26717,Shopping,1369,Afternoon,Desktop,0
64,Hyderabad,7292,Payment,63124,Night,Desktop,0
38,Bangalore,10845,Transfer,40575,Night,Desktop,0
33,Mumbai,30120,Transfer,94176,Morning,Laptop,1
38,Chennai,42778,Payment,4159,Evening,Mobile,0
28,Chennai,21259,Shopping,36870,Afternoon,Laptop,0
54,Bangalore,3509,Payment,58685,Night,Laptop,1
53,Bangalore,49941,Payment,80421,Afternoon,Laptop,0
52,Delhi,25845,Withdrawal,44251,Afternoon,Mobile,0
36,Mumbai,46048,Payment,63258,Evening,Laptop,0
37,Bangalore,29555,Withdrawal,85373,Morning,Desktop,0
35,Delhi,39010,Shopping,5631,Evening,Laptop,0
64,Delhi,38835,Payment,1858,Night,Mobile,0
58,Bangalore,29266,Payment,91650,Night,Desktop,0
66,Chennai,40073,Transfer,57871,Afternoon,Mobile,1
31,Mumbai,28172,Payment,82807,Evening,Laptop,0
32,Mumbai,48874,Transfer,79639,Evening,Mobile,1
48,Chennai,12209,Transfer,16746,Afternoon,Desktop,0
18,Bangalore,45902,Transfer,17716,Morning,Mobile,1
20,Mumbai,2584,Shopping,41709,Afternoon,Desktop,0
33,Bangalore,34722,Withdrawal,43487,Afternoon,Desktop,0
40,Bangalore,44499,Transfer,21077,Night,Laptop,1
28,Delhi,2697,Payment,42820,Evening,Laptop,0
29,Chennai,40697,Payment,11801,Night,Desktop,0
27,Bangalore,41054,Transfer,75551,Afternoon,Mobile,1
49,Hyderabad,4083,Transfer,92838,Evening,Desktop,0
33,Chennai,39552,Payment,1391,Afternoon,Laptop,0
25,Mumbai,43251,Transfer,22472,Afternoon,Mobile,1
55,Delhi,17140,Withdrawal,50957,Morning,Desktop,0
29,Mumbai,44872,Withdrawal,54935,Night,Laptop,1
41,Mumbai,30654,Shopping,21432,Night,Desktop,0
45,Chennai,28016,Transfer,4692,Afternoon,Desktop,0
25,Mumbai,44971,Shopping,16628,Morning,Desktop,0
45,Bangalore,26472,Shopping,23336,Afternoon,Mobile,0
53,Mumbai,39180,Shopping,25337,Afternoon,Laptop,0
43,Delhi,40806,Transfer,23278,Afternoon,Laptop,1
25,Delhi,42822,Shopping,43630,Morning,Desktop,0
67,Hyderabad,29148,Withdrawal,17208,Evening,Desktop,0
45,Delhi,19769,Shopping,24732,Morning,Desktop,0
45,Mumbai,9877,Withdrawal,57766,Afternoon,Mobile,0
54,Delhi,36431,Withdrawal,39912,Evening,Laptop,0
58,Chennai,21068,Transfer,5282,Afternoon,Desktop,0
53,Delhi,37909,Shopping,61696,Morning,Laptop,0
44,Bangalore,11392,Transfer,26815,Morning,Desktop,0
34,Chennai,40894,Withdrawal,10552,Evening,Laptop,0
26,Hyderabad,14023,Payment,20021,Morning,Desktop,0
50,Bangalore,27803,Shopping,69934,Afternoon,Mobile,0
37,Mumbai,18757,Transfer,83255,Evening,Desktop,0
30,Mumbai,3729,Payment,70190,Night,Desktop,0
45,Mumbai,2214,Shopping,36046,Afternoon,Desktop,0
65,Bangalore,34545,Shopping,79845,Night,Desktop,0
46,Bangalore,35962,Transfer,26472,Evening,Desktop,1
30,Bangalore,25674,Payment,78559,Evening,Laptop,0
63,Chennai,32449,Transfer,64885,Afternoon,Laptop,1
52,Chennai,22357,Shopping,22530,Morning,Mobile,0
23,Mumbai,35152,Shopping,40876,Afternoon,Desktop,0
35,Delhi,37920,Withdrawal,86141,Morning,Laptop,0
68,Mumbai,18073,Shopping,90331,Morning,Laptop,0
22,Hyderabad,25837,Shopping,77900,Afternoon,Desktop,0
64,Chennai,12147,Payment,78912,Evening,Desktop,0
42,Bangalore,22213,Payment,18555,Afternoon,Mobile,0
19,Chennai,794,Withdrawal,99720,Night,Mobile,0
27,Bangalore,15688,Withdrawal,88008,Evening,Laptop,0
47,Hyderabad,45923,Withdrawal,25993,Morning,Mobile,0
67,Hyderabad,48948,Transfer,75361,Evening,Laptop,1
62,Chennai,20167,Transfer,37275,Afternoon,Mobile,0
22,Bangalore,6804,Withdrawal,51557,Evening,Desktop,0
50,Hyderabad,40236,Transfer,86409,Morning,Mobile,1
18,Mumbai,2071,Shopping,36753,Morning,Laptop,0
35,Mumbai,47461,Withdrawal,87217,Evening,Mobile,0
49,Bangalore,40923,Withdrawal,52384,Night,Laptop,1
64,Chennai,11541,Transfer,76997,Morning,Laptop,0
66,Hyderabad,31576,Payment,18205,Night,Mobile,0
28,Chennai,14777,Withdrawal,45176,Morning,Mobile,0
38,Mumbai,27918,Transfer,92140,Evening,Laptop,0
43,Hyderabad,1968,Transfer,79545,Morning,Desktop,0
42,Chennai,18155,Payment,7601,Night,Mobile,0
39,Delhi,1828,Withdrawal,62995,Night,Laptop,1
44,Bangalore,7732,Payment,5243,Evening,Desktop,0
66,Bangalore,12143,Shopping,9451,Night,Laptop,1
30,Delhi,6503,Payment,7514,Night,Mobile,0
50,Mumbai,15832,Payment,36680,Evening,Laptop,0
51,Hyderabad,18626,Transfer,57477,Morning,Laptop,0
58,Bangalore,9440,Payment,60034,Evening,Laptop,0
52,Delhi,39052,Shopping,63709,Morning,Mobile,0
18,Delhi,22494,Transfer,42408,Morning,Desktop,0
38,Mumbai,33121,Shopping,51418,Morning,Desktop,0
65,Mumbai,4202,Payment,8719,Afternoon,Desktop,0
23,Chennai,36410,Shopping,7663,Morning,Desktop,0
45,Bangalore,19259,Shopping,2970,Evening,Mobile,0
34,Chennai,6312,Payment,17043,Evening,Laptop,0
22,Delhi,31924,Payment,19776,Evening,Desktop,0
48,Hyderabad,37505,Transfer,37381,Afternoon,Desktop,1
22,Hyderabad,11625,Transfer,79450,Night,Mobile,0
55,Mumbai,28860,Withdrawal,8249,Afternoon,Laptop,0
20,Hyderabad,44339,Transfer,24682,Evening,Laptop,1
40,Hyderabad,45368,Payment,77950,Evening,Desktop,0
54,Hyderabad,27557,Shopping,81043,Night,Desktop,0
54,Delhi,48115,Shopping,96987,Afternoon,Laptop,0
27,Hyderabad,10632,Transfer,98644,Evening,Mobile,0
27,Hyderabad,13618,Transfer,21883,Morning,Laptop,0
36,Hyderabad,6576,Payment,79078,Morning,Laptop,0
34,Chennai,19843,Shopping,25912,Evening,Desktop,0
38,Delhi,1104,Withdrawal,13681,Morning,Mobile,0
31,Mumbai,43154,Withdrawal,45398,Night,Mobile,0
26,Chennai,37585,Transfer,60130,Evening,Mobile,1
63,Bangalore,3371,Withdrawal,3905,Afternoon,Desktop,0
18,Delhi,45582,Payment,96904,Evening,Mobile,0
68,Delhi,309,Withdrawal,11362,Night,Mobile,0
62,Bangalore,25563,Transfer,55179,Afternoon,Desktop,0
30,Bangalore,5639,Payment,29188,Night,Laptop,1
21,Bangalore,49405,Shopping,48517,Morning,Mobile,0
18,Mumbai,20077,Payment,96981,Morning,Laptop,0
66,Hyderabad,8706,Transfer,13439,Morning,Mobile,0
57,Delhi,44484,Transfer,94967,Night,Laptop,1
49,Hyderabad,34152,Withdrawal,40085,Night,Laptop,1
51,Hyderabad,3248,Withdrawal,23442,Evening,Desktop,0
45,Bangalore,33636,Shopping,5772,Afternoon,Desktop,0
48,Mumbai,5707,Shopping,44634,Afternoon,Mobile,0
25,Chennai,19686,Transfer,24765,Night,Mobile,0
56,Mumbai,29350,Transfer,48692,Night,Desktop,0
43,Hyderabad,18694,Transfer,29168,Morning,Mobile,0
51,Mumbai,7499,Shopping,82060,Night,Mobile,0
20,Bangalore,25217,Transfer,97935,Morning,Desktop,0
67,Chennai,33226,Shopping,69783,Night,Laptop,1
29,Bangalore,33717,Transfer,9797,Afternoon,Mobile,1
18,Chennai,7598,Payment,64505,Evening,Desktop,0
61,Hyderabad,37390,Payment,58934,Night,Mobile,0
22,Chennai,45641,Transfer,65249,Morning,Mobile,1
47,Chennai,9728,Payment,2107,Evening,Desktop,0
47,Chennai,429,Shopping,59683,Morning,Desktop,0
34,Mumbai,38719,Withdrawal,87494,Morning,Mobile,0
65,Mumbai,7132,Payment,56805,Evening,Mobile,0
64,Hyderabad,48194,Withdrawal,28473,Evening,Laptop,0
40,Chennai,38134,Payment,23617,Evening,Laptop,0
32,Delhi,37222,Shopping,82486,Night,Desktop,0
54,Hyderabad,20722,Payment,81571,Evening,Mobile,0
38,Chennai,28684,Payment,95391,Night,Desktop,0
31,Chennai,47950,Transfer,8145,Afternoon,Desktop,1
19,Mumbai,4822,Withdrawal,42738,Afternoon,Mobile,0
28,Hyderabad,17872,Withdrawal,70194,Morning,Laptop,0
68,Chennai,20669,Shopping,42273,Morning,Desktop,0
56,Chennai,41779,Shopping,17286,Night,Desktop,0
55,Hyderabad,3335,Withdrawal,41193,Morning,Mobile,0
51,Delhi,4676,Transfer,96947,Afternoon,Laptop,0
55,Hyderabad,26807,Transfer,27078,Night,Laptop,1
67,Hyderabad,33968,Withdrawal,46908,Night,Mobile,0
51,Delhi,41732,Payment,70202,Evening,Desktop,0
35,Hyderabad,41576,Withdrawal,85345,Night,Mobile,0
47,Chennai,30385,Payment,15576,Morning,Mobile,0
32,Hyderabad,24254,Withdrawal,19877,Afternoon,Laptop,0
44,Delhi,20154,Payment,9778,Morning,Desktop,0
68,Bangalore,17265,Transfer,65308,Afternoon,Desktop,0
51,Hyderabad,14539,Withdrawal,34039,Evening,Laptop,0
69,Mumbai,44618,Shopping,11940,Afternoon,Desktop,0
55,Chennai,22615,Payment,26745,Evening,Desktop,0
50,Chennai,27062,Transfer,22597,Morning,Mobile,0
41,Mumbai,42649,Shopping,74203,Evening,Mobile,0
32,Mumbai,37863,Transfer,67592,Night,Mobile,1
47,Hyderabad,44854,Payment,1651,Night,Desktop,0
59,Mumbai,45378,Withdrawal,22198,Afternoon,Desktop,0
68,Bangalore,19564,Transfer,18101,Morning,Desktop,0
34,Delhi,42136,Withdrawal,27307,Morning,Desktop,0
22,Mumbai,30513,Withdrawal,45802,Afternoon,Laptop,0
46,Mumbai,33370,Transfer,86364,Night,Laptop,1
21,Bangalore,42399,Transfer,8539,Evening,Desktop,1
27,Chennai,20369,Transfer,47927,Afternoon,Mobile,0
34,Chennai,31641,Withdrawal,72339,Evening,Mobile,0
27,Hyderabad,8109,Shopping,58549,Evening,Laptop,0
34,Bangalore,17107,Payment,19553,Morning,Laptop,0
